"patid","date","tmax","tmin"
"patid2",2010-05-25,29.3299999237061,19.8799991607666
"patid2",2010-05-26,28.8199996948242,18.4500007629395
"patid2",2010-05-27,22.6800003051758,16.3700008392334
"patid2",2010-05-28,22.3700008392334,14.0200004577637
"patid2",2010-05-29,25.7399997711182,14.7799997329712
"patid2",2010-05-30,31.6800003051758,16.1100006103516
"patid2",2010-05-31,28.1800003051758,18.5900001525879
"patid2",2010-06-01,28.8500003814697,16.1900005340576
"patid2",2016-12-29,2.66000008583069,-1.72000002861023
"patid2",2016-12-30,2.95000004768372,-4.1399998664856
"patid2",2017-01-01,4.76000022888184,-6.30000019073486
"patid2",2017-01-02,4.34999990463257,-2.69000005722046
"patid2",2017-01-03,4.40999984741211,-3.5699999332428
"patid2",2017-01-04,-5.44999980926514,-12.4300003051758
"patid2",2017-01-05,-9.82999992370605,-14.7700004577637
"patid3",2014-10-27,24.7700004577637,9.40999984741211
"patid3",2014-10-28,18.7099990844727,10.4300003051758
"patid3",2014-10-29,9.89000034332275,5.32999992370605
"patid3",2014-10-30,11.5100002288818,0.850000023841858
"patid3",2014-10-31,8.01000022888184,1.52999997138977
"patid3",2014-11-01,6.28000020980835,1.08000004291534
"patid3",2014-11-02,10.7399997711182,-1.92999994754791
"patid3",2014-11-03,16.7199993133545,4.3600001335144
"patid5",2019-03-25,5.96999979019165,-1.30999994277954
"patid5",2019-03-26,6.71999979019165,-2.71000003814697
"patid5",2019-03-27,14.2399997711182,-1.45000004768372
"patid5",2019-03-28,17.7999992370605,4.1399998664856
"patid5",2019-03-29,11.9300003051758,3.36999988555908
"patid5",2019-03-30,7.11999988555908,-0.159999996423721
"patid5",2019-03-31,3.77999997138977,-3.94000005722046
"patid5",2019-04-01,9.02000045776367,-3.0699999332428
"patid6",2020-12-24,-1.52999997138977,-11.6499996185303
"patid6",2020-12-25,-5.51000022888184,-12.4200000762939
"patid6",2020-12-26,0.689999997615814,-7.84999990463257
"patid6",2020-12-27,7.57999992370605,-4.78000020980835
"patid6",2020-12-28,1.19000005722046,-5.05999994277954
"patid6",2020-12-29,0.519999980926514,-7.96000003814697
"patid6",2020-12-30,2.48000001907349,-4.51999998092651
"patid7",2010-05-25,29.2800006866455,20.0799999237061
"patid7",2010-05-26,28.7800006866455,18.6499996185303
"patid7",2010-05-27,22.6200008392334,16.6399993896484
"patid7",2010-05-28,22.2900009155273,14.2600002288818
"patid7",2010-05-29,25.6200008392334,15
"patid7",2010-05-30,31.6399993896484,16.1100006103516
"patid7",2010-05-31,28.3899993896484,18.5599994659424
"patid7",2010-06-01,28.9599990844727,16.2900009155273
"patid8",2009-12-25,6,-2.25999999046326
"patid8",2009-12-26,-2.1800000667572,-6.03999996185303
"patid8",2009-12-27,-4.48000001907349,-8.02000045776367
"patid8",2009-12-28,0.209999993443489,-9.65999984741211
"patid8",2009-12-29,-2.38000011444092,-11.1999998092651
"patid8",2009-12-30,0.209999993443489,-9.15999984741211
"patid8",2009-12-31,0.910000026226044,-7.78000020980835
"patid8",2010-01-01,-6.53000020980835,-13.3199996948242
"patid8",2014-12-25,5.78999996185303,1.22000002861023
"patid8",2014-12-26,10.210000038147,2.70000004768372
"patid8",2014-12-27,9.89000034332275,1.4099999666214
"patid8",2014-12-28,2.61999988555908,-4.40999984741211
"patid8",2014-12-29,-0.310000002384186,-5.57000017166138
"patid8",2014-12-30,-4.94999980926514,-11.7600002288818
"patid8",2014-12-31,-7.01999998092651,-14.9799995422363
"patid8",2015-01-01,-0.899999976158142,-11.4300003051758
"patid8",2019-12-25,15.0500001907349,3.5
"patid8",2019-12-26,16.9099998474121,4.8899998664856
"patid8",2019-12-27,5.3899998664856,-1.01999998092651
"patid8",2019-12-28,7.11999988555908,-1.6599999666214
"patid8",2019-12-29,14.4700002670288,5.8899998664856
"patid8",2019-12-30,9.13000011444092,-1.77999997138977
"patid8",2019-12-31,-1.5,-4.05000019073486
"patid8",2020-01-01,6.28000020980835,-6.19000005722046
"patid8",2021-12-25,12.0500001907349,0.670000016689301
"patid8",2021-12-26,5.57999992370605,-2.51999998092651
"patid8",2021-12-27,7.67000007629395,-0.469999998807907
"patid8",2021-12-28,3.0699999332428,-0.709999978542328
"patid8",2021-12-29,2.96000003814697,-1.60000002384186
"patid8",2021-12-30,3.10999989509583,-1.92999994754791
"patid8",2021-12-31,5.82999992370605,-0.209999993443489
"patid8",2022-01-01,2.83999991416931,-2.92000007629395
"patid9",2022-04-23,28.3199996948242,10.5699996948242
"patid9",2022-04-24,21.1299991607666,12.789999961853
"patid9",2022-04-25,11.6199998855591,6.5
"patid9",2022-04-26,10.789999961853,1.86000001430511
"patid9",2022-04-27,7.46999979019165,-0.389999985694885
"patid9",2022-04-28,11.1499996185303,1.62000000476837
"patid9",2022-04-29,19.2399997711182,6.69000005722046
"patid9",2022-04-30,21.4099998474121,10.3599996566772
